"","INDEX","TEAM_BATTING_H","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_BASERUN_CS","TEAM_BATTING_HBP","TEAM_PITCHING_H","TEAM_PITCHING_HR","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","Flag_TEAM_BATTING_3B_zero","Flag_TEAM_BATTING_HR_zero","H_TO_SO_R","Flag_TEAM_BATTING_SO","Flag_TEAM_BATTING_SO_zero","Flag_TEAM_BATTING_BB_zero","SB_CS_R","Flag_TEAM_BASERUN_SB","Flag_TEAM_BASERUN_SB2","Flag_TEAM_BASERUN_SB_zero","FlagSB","Flag_TEAM_BASERUN_CS","FlagCS","FlagCS1","Flagbat_HBP","FlagPH","FlagPHR","FlagPBB","FlagPBB1","Flag_TEAM_Pitching_strikeouts","FlagPSO","FlagPSO1","FlagE","flag_DP"
"298","325",2270,301,132,42,74,363.75,124.2,21.1111111111111,58,2057.5,97,417.5,495.5,542,149,"0","0",0,0,"1","0",NA,1,0,"0","0",1,"0","0","1","1","0","1","0",0,"1","0","1",1
"299","326",2305,322,111,29,64,363.75,95.4,14.4444444444444,58,2057.5,59,417.5,495.5,542,149,"0","0",0,0,"1","0",NA,1,0,"0","0",1,"0","0","1","1","0","1","0",0,"1","0","1",1
"300","327",1612,218,124,44,394,336,187,17.7777777777778,58,2057.5,52,469,400,392,124,"0","0",0.208436724565757,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",0
"301","328",1603,231,112,50,325,443,156,11.6666666666667,58,2057.5,59,384,524,302,119,"0","0",0.276356830941984,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",0
"302","329",1568,261,133,56,308,659,166,13.3333333333333,58,2057.5,66,362,774,276,101,"0","0",0.420280612244898,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",0
"303","330",1361,204,110,27,365,600,106,26.6666666666667,58,1432,28,384,631,248,87,"0","0",0.440852314474651,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"304","331",1257,176,74,31,518,727.122276226556,140,24.4444444444444,58,1340,33,552,1092,309,80,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"305","332",1287,168,79,14,313,746.61758363263,104,28.3333333333333,58,1354,15,329,1092,350,88,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"306","333",1331,167,52,20,332,823.545012856599,136,30,58,1447,22,361,1092,292,112,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"307","334",1303,123,93,15,304,769.27429223969,176,32.7777777777778,58,1371,16,320,1092,311,75,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"308","335",1402,162,74,21,373,732.391278228198,231,21.6666666666667,58,1504,23,400,1092,312,102,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"309","336",1429,185,92,46,455,799.834503849212,205,48.3333333333333,58,1513,49,482,1092,326,85,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"310","337",1460,215,70,37,536,772.962593640839,201,35.5555555555556,58,1546,39,568,1092,341,98,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"311","338",1496,287,90,31,602,718.164972823765,197,33.8888888888889,58,1594,33,642,1092,284,94,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"312","339",1441,238,109,18,503,577,204,25.5555555555556,58,1556,19,543,623,257,91,"0","0",0.400416377515614,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"313","340",1353,239,90,19,519,581,187,186,58,1433,20,550,615,256,105,"0","0",0.429416112342942,0,"0","0",0.994652406417112,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"314","341",1403,217,82,15,565,511,127,126,58,1505,16,606,548,242,102,"0","0",0.364219529579473,0,"0","0",0.992125984251969,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"315","342",1311,207,59,15,488,507,136,16.1111111111111,58,1379,16,513,533,193,114,"0","0",0.386727688787185,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"316","343",1325,211,68,15,497,504,112,41.6666666666667,58,1412,16,530,537,195,124,"0","0",0.380377358490566,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"317","344",1273,204,69,19,522,417,141,46.6666666666667,58,1637,24,671,536,195,114,"0","0",0.327572663000786,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"318","345",1405,214,58,39,557,486,128,33.8888888888889,58,1661,46,659,575,169,140,"0","0",0.345907473309609,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"319","346",1479,229,75,23,564,454,104,118,58,1566,24,597,481,194,139,"0","0",0.306964164976335,0,"0","0",1.13461538461538,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"320","347",1515,261,73,18,450,362,87,68,58,1594,19,473,381,165,159,"0","0",0.238943894389439,0,"0","0",0.781609195402299,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"321","349",1443,270,58,36,417,512,82,97,58,1538,38,444,546,247,134,"0","0",0.354816354816355,0,"0","0",1.18292682926829,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"322","351",1465,274,68,44,547,450,45,60,58,1561,47,583,480,282,160,"0","0",0.307167235494881,0,"0","0",1.33333333333333,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"323","352",1403,264,57,34,492,476,51,54,58,1486,36,521,504,193,151,"0","0",0.339272986457591,0,"0","0",1.05882352941176,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"324","353",1418,285,82,29,452,480,86,48,58,1492,31,475,505,234,170,"0","0",0.338504936530324,0,"0","0",0.558139534883721,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"325","354",1436,275,66,40,412,542,105,68,58,1520,42,436,574,182,147,"0","0",0.377437325905292,0,"0","0",0.647619047619048,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"326","355",1449,300,73,29,434,520,89,84,58,1524,31,457,547,229,167,"0","0",0.358868184955142,0,"0","0",0.943820224719101,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"327","356",1465,270,72,49,377,581,44,37,58,1541,52,397,611,204,169,"0","0",0.396587030716724,0,"0","0",0.840909090909091,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"328","358",1400,266,60,56,493,567,48,48,58,1473,59,519,596,243,174,"0","0",0.405,0,"0","0",1,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"329","359",1530,320,61,54,571,504,63,40,58,1663,59,621,548,224,145,"0","0",0.329411764705882,0,"0","0",0.634920634920635,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"330","360",1561,306,75,54,650,570,124,50,58,1664,58,693,608,201,150,"0","0",0.365150544522742,0,"0","0",0.403225806451613,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"331","361",1544,298,67,73,645,498,96,62,58,1635,77,683,527,201,144,"0","0",0.322538860103627,0,"0","0",0.645833333333333,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"332","362",1562,303,65,90,614,489,58,46,58,1643,95,646,514,170,146,"0","0",0.313060179257362,0,"0","0",0.793103448275862,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"333","363",1605,287,68,107,641,594,84,65,58,1711,114,683,633,187,148,"0","0",0.370093457943925,0,"0","0",0.773809523809524,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"334","364",1703,324,61,107,707,503,60,55,58,2057.5,116,769,547,203,187,"0","0",0.295361127422196,0,"0","0",0.916666666666667,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","0","0",0
"335","365",1655,308,61,133,634,542,45,47,58,1776,143,680,581,192,158,"0","0",0.327492447129909,0,"0","0",1.04444444444444,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"336","366",1647,317,84,153,621,628,58,52,58,1733,161,653,661,182,164,"0","0",0.381299332119004,0,"0","0",0.896551724137931,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"337","369",1400,238,45,61,518,630,92,65,58,1492,65,552,671,163,191,"0","0",0.45,0,"0","0",0.706521739130435,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"338","370",1532,291,59,73,549,531,63,42,58,1612,77,578,559,181,162,"0","0",0.346605744125326,0,"0","0",0.666666666666667,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"339","371",1465,237,46,53,569,562,76,53,58,1541,56,599,591,177,208,"0","0",0.383617747440273,0,"0","0",0.697368421052632,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"340","373",1485,217,57,108,701,621,43,37,58,1562,114,737,653,144,181,"0","0",0.418181818181818,0,"0","0",0.86046511627907,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"341","374",1537,290,42,126,860,577,40,18,58,1606,132,693.5,603,121,182,"0","0",0.375406636304489,0,"0","0",0.45,0,0,"0","0",0,"0","0","1","0","0","0","1",0,"0","0","0",0
"342","375",1578,286,38,138,878,536,45,26,58,1660,145,693.5,564,126,218,"0","0",0.339670468948035,0,"0","0",0.577777777777778,0,0,"0","0",0,"0","0","1","0","0","0","1",0,"0","0","0",0
"343","376",1751,302,64,169,756,612,34,18,58,2057.5,178,795,644,117,190,"0","0",0.349514563106796,0,"0","0",0.529411764705882,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","0","0",0
"344","377",1502,245,34,134,795,625,21,22,58,1580,141,693.5,657,145,194,"0","0",0.416111850865513,0,"0","0",1.04761904761905,0,0,"0","0",0,"0","0","1","0","0","0","1",0,"0","0","0",0
"345","378",1408,245,36,119,570,777,62,49,58,1481,125,600,1092,150,190,"0","0",0.551846590909091,0,"0","0",0.790322580645161,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"346","379",1466,270,39,107,525,636,35,48,58,1552,113,556,673,156,183,"0","0",0.433833560709413,0,"0","0",1.37142857142857,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"347","380",1511,257,43,129,688,694,54,32,58,1589,136,724,730,185,171,"0","0",0.459298477829252,0,"0","0",0.592592592592593,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"348","381",1464,254,41,144,744,771,45,18,58,1540,151,783,811,143,147,"0","0",0.526639344262295,0,"0","0",0.4,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"349","383",1452,243,34,161,656,777,31,22,58,1527,169,690,1092,157,188,"0","0",0.535123966942149,0,"0","0",0.709677419354839,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"350","384",1404,241,32,163,671,863,31,23,58,1477,171,706,1092,153,181,"0","0",0.614672364672365,0,"0","0",0.741935483870968,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"351","385",1404,261,29,131,659,852,72,26,58,1477,138,693,1092,137,176,"0","0",0.606837606837607,0,"0","0",0.361111111111111,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"352","386",1430,246,34,130,600,839,36,29,58,1504,137,631,1092,147,164,"0","0",0.586713286713287,0,"0","0",0.805555555555556,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"353","387",1401,251,37,112,647,847,56,36,58,1401,112,647,1092,143,140,"0","0",0.604568165596003,0,"0","0",0.642857142857143,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"354","389",1412,249,34,172,478,960,27,16,58,1421,173,481,1092,133,120,"0","0",0.679886685552408,0,"0","0",0.592592592592593,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"355","390",1425,253,29,186,504,917,18,16,58,1425,186,504,1092,136,123,"0","0",0.643508771929825,0,"0","0",0.888888888888889,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"356","391",1378,244,40,165,607,964,47,24,58,1378,165,607,1092,159,129,"0","0",0.699564586357039,0,"0","0",0.51063829787234,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"357","392",1318,228,44,145,542,1020,35,24,58,1318,145,542,1092,153,153,"0","0",0.773899848254932,0,"0","0",0.685714285714286,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"358","393",1394,216,39,158,522,1020,68,59,58,1394,158,522,1092,142,142,"0","0",0.731707317073171,0,"0","0",0.867647058823529,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"359","394",1253,207,17,125,582,974,76,62,58,1253,125,582,1092,128,147,"0","0",0.777334397446129,0,"0","0",0.815789473684211,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"360","395",1381,234,37,197,658,923,41,47,58,1381,197,658,1092,157,178,"0","0",0.668356263577118,0,"0","0",1.14634146341463,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"361","397",1360,246,28,161,552,871,51,34,58,1360,161,552,1092,116,149,"0","0",0.640441176470588,0,"0","0",0.666666666666667,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"362","399",1472,235,30,147,581,799,114,45,58,1472,147,581,799,127,162,"0","0",0.542798913043478,0,"0","0",0.394736842105263,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"363","400",1449,236,31,109,569,811,104,58,58,1449,109,569,811,145,156,"0","0",0.559696342305038,0,"0","0",0.557692307692308,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"364","401",1519,288,45,136,572,750,67,59,58,1538,138,579,759,137,144,"0","0",0.493745885450955,0,"0","0",0.880597014925373,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"365","402",1448,257,53,134,500,832,95,70,58,1448,134,500,1092,139,148,"0","0",0.574585635359116,0,"0","0",0.736842105263158,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"366","404",1484,268,46,171,578,830,74,51,58,1475,170,574,1092,145,170,"0","0",0.559299191374663,0,"0","0",0.689189189189189,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"367","405",1587,314,34,196,518,717,61,44,58,1607,198,524,726,144,168,"0","0",0.45179584120983,0,"0","0",0.721311475409836,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"368","406",1608,301,36,164,481,729,80,49,58,1628,166,487,738,151,209,"0","0",0.453358208955224,0,"0","0",0.6125,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"369","408",1536,271,31,136,547,736,42,39,58,1536,136,547,736,121,172,"0","0",0.479166666666667,0,"0","0",0.928571428571429,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"370","409",1512,287,32,142,536,758,30,26,58,1512,142,536,758,130,168,"0","0",0.501322751322751,0,"0","0",0.866666666666667,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"371","411",1615,292,31,162,562,816,66,27,58,1615,162,562,1092,145,161,"0","0",0.505263157894737,0,"0","0",0.409090909090909,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"372","413",1554,273,26,174,606,825,77,45,58,1554,174,606,1092,110,158,"0","0",0.530888030888031,0,"0","0",0.584415584415584,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"373","415",1571,326,30,108,643,755,56,35,58,1571,108,643,755,127,162,"0","0",0.480585614258434,0,"0","0",0.625,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"374","416",1502,298,31,106,598,795,53,52,58,1502,106,598,795,123,154,"0","0",0.529294274300932,0,"0","0",0.981132075471698,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"375","417",1486,305,25,126,593,820,59,39,58,1486,126,593,1092,116,165,"0","0",0.551816958277254,0,"0","0",0.661016949152542,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"376","418",1343,259,21,84,591,865,44,48,58,1343,84,591,1092,139,170,"0","0",0.644080416976917,0,"0","0",1.09090909090909,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"377","419",1451,319,29,114,508,871,73,38,58,1451,114,508,1092,122,155,"0","0",0.600275671950379,0,"0","0",0.520547945205479,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"378","420",1462,313,27,169,569,1018,114,54,58,2057.5,238,802,1092,114,175,"0","0",0.696306429548564,0,"0","0",0.473684210526316,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","1","0",0
"379","421",1574,322,35,197,630,1038,111,50,58,1771,222,709,1092,135,170,"0","0",0.659466327827192,0,"0","0",0.45045045045045,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"380","422",1631,308,31,209,642,1020,91,44,58,1631,209,642,1092,135,152,"0","0",0.625383200490497,0,"0","0",0.483516483516484,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"381","423",1684,373,32,185,514,1044,68,48,58,1684,185,514,1092,136,179,"0","0",0.619952494061758,0,"0","0",0.705882352941177,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"382","424",1568,338,35,205,541,1049,72,39,58,1568,205,541,1092,105,128,"0","0",0.669005102040816,0,"0","0",0.541666666666667,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"383","425",1551,334,42,176,597,928,67,39,58,1551,176,597,1092,127,131,"0","0",0.598323662153449,0,"0","0",0.582089552238806,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"384","426",1503,316,32,167,611,1019,43,30,42,1503,167,611,1092,109,120,"0","0",0.677977378576181,0,"0","0",0.697674418604651,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"385","427",1502,318,29,199,523,1138,46,35,70,1511,200,526,1092,114,130,"0","0",0.757656458055925,0,"0","0",0.760869565217391,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"386","428",1560,348,33,177,545,944,80,28,72,1560,177,545,1092,104,140,"0","0",0.605128205128205,0,"0","0",0.35,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"387","429",1667,371,40,238,620,943,88,35,53,1667,238,620,1092,113,130,"0","0",0.565686862627474,0,"0","0",0.397727272727273,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"388","430",1613,373,25,222,659,1189,68,30,69,1613,222,659,1092,118,129,"0","0",0.737135771853689,0,"0","0",0.441176470588235,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"389","431",1579,339,21,199,653,1044,45,12,47,1579,199,653,1092,109,135,"0","0",0.661177960734642,0,"0","0",0.266666666666667,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"390","432",1510,327,16,192,672,1056,51,23,66,1510,192,672,1092,66,174,"0","0",0.699337748344371,0,"0","0",0.450980392156863,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"391","433",1620,201,44,14,83,105,74,61,58,2057.5,187,363,460,542,149,"0","1",0.0648148148148148,0,"0","0",0.824324324324324,0,0,"0","0",0,"0","0","1","1","1","0","0",0,"0","0","1",1
"392","434",1764,180,81,18,159,129,54,27,58,2057.5,54,477,387,542,149,"0","0",0.0731292517006803,0,"0","0",0.5,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","0","1",1
"393","435",1464,147,32,3,94,363.75,115.2,31.6666666666667,58,2057.5,9,277,495.5,542,149,"0","0",0,0,"1","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"1","0","1",1
"394","437",1379,250,48,28,190,1170,88.2,24.4444444444444,58,2057.5,42,282,1092,542,149,"0","0",0.848440899202321,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"395","438",1258,190,77,21,537,746,298,20.5555555555556,58,2057.5,34,693.5,1092,542,149,"0","0",0.593004769475358,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","1",0,"0","1","1",1
"396","439",1640,280,95,68,819,546,297.25,23.8888888888889,58,2057.5,85,693.5,686,542,149,"0","0",0.332926829268293,0,"0","0",NA,0,0,"0","1",1,"0","0","1","1","0","0","1",0,"0","0","1",1
"397","441",1475,237,89,44,425,700,231,40.5555555555556,58,1552,46,447,736,297,126,"0","0",0.474576271186441,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"398","442",1437,218,80,38,504,697,265,41.1111111111111,58,1532,41,537,743,304,110,"0","0",0.485038274182324,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"399","443",1522,218,112,4,162,652,95.4,31.6666666666667,58,2057.5,8,336,1092,542,129,"0","0",0.42838370565046,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"400","444",1322,205,73,6,178,646,70.2,41.6666666666667,58,2057.5,12,352,1092,542,109,"0","0",0.488653555219365,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"401","445",1556,306,98,23,211,527,91.8,29.4444444444444,58,2057.5,45,412,1092,542,94,"0","0",0.338688946015424,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"402","446",1655,282,91,35,224,440,91.8,35.5555555555556,58,2057.5,68,432,1092,542,81,"0","0",0.265861027190332,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"403","447",1767,307,99,13,246,571,75.6,32.7777777777778,58,2057.5,22,411,1092,542,149,"0","0",0.323146576117714,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"404","448",1604,238,101,57,314,668,79.2,30.5555555555556,58,2057.5,83,458,1092,542,149,"0","0",0.41645885286783,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"405","449",1418,216,72,33,259,550,93.6,46.1111111111111,58,2057.5,48,375,796,542,149,"0","0",0.38787023977433,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"406","450",1662,228,114,42,616,453,334,32.2222222222222,58,2057.5,52,756,556,542,149,"0","0",0.272563176895307,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"407","451",1426,169,132,25,224,685,72,27.2222222222222,58,2057.5,42,374,1092,542,149,"0","0",0.480364656381487,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"408","452",1352,161,144,60,294,606,77.4,47.2222222222222,58,2057.5,90,441,1092,542,149,"0","0",0.448224852071006,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"409","453",1316,229,57,8,73,423,100.8,40,58,2057.5,16,417.5,1092,542,83,"0","0",0.321428571428571,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","1","0",0,"0","1","1",0
"410","454",1400,251,100,14,147,457,181.8,30.5555555555556,58,2057.5,27,284,1092,542,100,"0","0",0.326428571428571,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"411","455",1535,231,75,14,255,432,180,41.1111111111111,58,2057.5,27,492,1092,542,131,"0","0",0.2814332247557,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"412","456",1415,275,79,40,241,516,136.8,45.5555555555556,58,2057.5,79,476,1092,542,140,"0","0",0.364664310954064,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"413","457",1423,307,63,13,232,625,79.2,50,58,2057.5,22,387,1092,542,149,"0","0",0.439212930428672,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"414","458",1351,213,71,23,246,833,70.2,55,58,2057.5,33,356,1092,542,149,"0","0",0.616580310880829,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"415","459",1458,220,35,14,93,363.75,129.6,40.5555555555556,58,2057.5,187,693.5,495.5,542,149,"0","1",0,0,"1","0",NA,1,0,"0","0",1,"0","0","1","1","1","0","1",0,"1","0","1",1
"416","460",1832,196,223,39,145,140,101,83.3333333333333,58,2057.5,218,810,782,542,149,"0","0",0.0764192139737991,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"417","461",2003,272,44,14,125,96,88,22,58,2057.5,187,693.5,707,542,149,"0","1",0.0479281078382426,0,"0","0",0.25,0,0,"0","0",0,"0","0","1","1","1","0","1",0,"0","0","1",1
"418","462",2273,322,79,20,172,110,81,83.8888888888889,58,2057.5,49,422,270,542,81,"0","0",0.0483941926968764,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",0
"419","463",1738,217,82,14,157,305,81,81.1111111111111,58,2057.5,187,431,1092,542,118,"0","1",0.175489067894131,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","1","0","0",0,"0","1","1",0
"420","464",1828,246,54,8,238,424,93.6,77.7777777777778,58,2057.5,22,643,1092,542,100,"0","0",0.231947483588621,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"421","465",1657,342,66,6,150,603,93.6,40,58,2057.5,12,308,1092,542,107,"0","0",0.363910681955341,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"422","466",1689,316,75,8,201,419,91.8,52.2222222222222,58,2057.5,15,388,808,542,79,"0","0",0.248075784487863,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",0
"423","467",1770,303,69,23,270,432,109.8,75.5555555555556,58,2057.5,44,521,1092,542,104,"0","0",0.24406779661017,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"424","468",1720,403,104,29,274,505,82.8,53.3333333333333,58,2057.5,56,528,1092,542,104,"0","0",0.293604651162791,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"425","469",1653,458,101,21,213,660,102.6,51.1111111111111,58,2057.5,35,352,1092,542,149,"0","0",0.399274047186933,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"426","470",1701,234,72,205,382,678,68.4,91.6666666666667,58,2057.5,297,553,1092,542,149,"0","0",0.398589065255732,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"427","471",1561,266,108,78,492,621,70.2,70,58,2057.5,113,712,1092,542,149,"0","0",0.397821909032671,0,"0","0",NA,1,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
