Column1,INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP,TEAM_BATTING_1B,log_TEAM_BATTING_1B,log_TEAM_BATTING_3B,log_TEAM_BASERUN_SB,log_TEAM_BASERUN_CS,log_TEAM_BATTING_2B,log_TEAM_BATTING_HR,log_TEAM_PITCHING_HR,log_TEAM_PITCHING_H,log_TEAM_FIELDING_E,sqrt_TEAM_PITCHING_HR,SB_PCT
367,405,92,1587,314,34,196,518,717,61,44,58,1607,198,524,726,144,168,1043,6.949856455,3.526360525,4.110873864,3.784189634,5.749392986,-5.278114659,10.57653406,7.382124366,4.9698133,14.07124728,0.580952381
368,406,84,1608,301,36,164,481,729,80,49,58,1628,166,487,738,151,209,1107,7.009408933,3.583518938,4.382026635,3.891820298,5.707110265,-5.099866428,10.22397558,7.395107547,5.017279837,12.88409873,0.620155039
369,408,89,1536,271,31,136,547,736,42,39,58,1536,136,547,736,121,172,1098,7.001245622,3.433987204,3.737669618,3.663561646,5.602118821,-4.912654886,9.825309771,7.336936914,4.795790546,11.66190379,0.518518519
370,409,78,1512,287,32,142,536,758,30,26,58,1512,142,536,758,130,168,1051,6.957497371,3.465735903,3.401197382,3.258096538,5.659482216,-4.955827058,9.911654115,7.321188557,4.86753445,11.91637529,0.535714286
371,411,81,1615,292,31,162,562,816,66,27,58,1615,162,562,1092,145,161,1130,7.029972912,3.433987204,4.189654742,3.295836866,5.676753802,-5.087596335,10.17519267,7.387090236,4.976733742,12.72792206,0.709677419
372,413,78,1554,273,26,174,606,825,77,45,58,1554,174,606,1092,110,158,1081,6.985641818,3.258096538,4.343805422,3.80666249,5.609471795,-5.159055299,10.3181106,7.348587531,4.700480366,13.19090596,0.631147541
373,415,83,1571,326,30,108,643,755,56,35,58,1571,108,643,755,127,162,1107,7.009408933,3.401197382,4.025351691,3.555348061,5.786897381,-4.682131227,9.364262454,7.359467638,4.844187086,10.39230485,0.615384615
374,416,88,1502,298,31,106,598,795,53,52,58,1502,106,598,795,123,154,1067,6.972606251,3.433987204,3.970291914,3.951243719,5.697093487,-4.663439094,9.326878188,7.314552832,4.812184355,10.29563014,0.504761905
375,417,84,1486,305,25,126,593,820,59,39,58,1486,126,593,1092,116,165,1030,6.937314081,3.218875825,4.077537444,3.663561646,5.720311777,-4.836281907,9.672563814,7.303843225,4.753590191,11.22497216,0.602040816
376,418,73,1343,259,21,84,591,865,44,48,58,1343,84,591,1092,139,170,979,6.886531643,3.044522438,3.784189634,3.871201011,5.556828062,-4.430816799,8.861633598,7.202661197,4.934473933,9.16515139,0.47826087
377,419,80,1451,319,29,114,508,871,73,38,58,1451,114,508,1092,122,155,989,6.896694332,3.36729583,4.290459441,3.63758616,5.765191103,-4.736198448,9.472396897,7.280008253,4.804021045,10.67707825,0.657657658
378,420,76,1462,313,27,169,569,1018,114,54,58,2057.5,238,802,1092,114,175,953,6.859614904,3.295836866,4.736198448,3.988984047,5.746203191,-5.129898715,10.94454135,7.629246933,4.736198448,15.42724862,0.678571429
379,421,97,1574,322,35,197,630,1038,111,50,58,1771,222,709,1092,135,170,1020,6.927557906,3.555348061,4.709530201,3.912023005,5.774551546,-5.283203729,10.80535476,7.479299638,4.905274778,14.89966443,0.689440994
380,422,85,1631,308,31,209,642,1020,91,44,58,1631,209,642,1092,135,152,1083,6.987490247,3.433987204,4.510859507,3.784189634,5.730099783,-5.342334252,10.6846685,7.396948603,4.905274778,14.45683229,0.674074074
381,423,78,1684,373,32,185,514,1044,68,48,58,1684,185,514,1092,136,179,1094,6.997595983,3.465735903,4.219507705,3.871201011,5.92157842,-5.220355825,10.44071165,7.428927195,4.912654886,13.60147051,0.586206897
382,424,92,1568,338,35,205,541,1049,72,39,58,1568,205,541,1092,105,128,990,6.897704943,3.555348061,4.276666119,3.663561646,5.823045895,-5.323009979,10.64601996,7.357556201,4.65396035,14.31782106,0.648648649
383,425,94,1551,334,42,176,597,928,67,39,58,1551,176,597,1092,127,131,999,6.906754779,3.737669618,4.204692619,3.663561646,5.811140993,-5.170483995,10.34096799,7.346655163,4.844187086,13.26649916,0.632075472
384,426,85,1503,316,32,167,611,1019,43,30,42,1503,167,611,1092,109,120,988,6.895682698,3.465735903,3.761200116,3.401197382,5.755742214,-5.117993812,10.23598762,7.31521839,4.691347882,12.92284798,0.589041096
385,427,83,1502,318,29,199,523,1138,46,35,70,1511,200,526,1092,114,130,956,6.862757913,3.36729583,3.828641396,3.555348061,5.762051383,-5.293304825,10.59663473,7.320526962,4.736198448,14.14213562,0.567901235
386,428,93,1560,348,33,177,545,944,80,28,72,1560,177,545,1092,104,140,1002,6.909753282,3.496507561,4.382026635,3.33220451,5.85220248,-5.176149733,10.35229947,7.3524411,4.644390899,13.3041347,0.740740741
387,429,95,1667,371,40,238,620,943,88,35,53,1667,238,620,1092,113,130,1018,6.925595197,3.688879454,4.477336814,3.555348061,5.916202063,-5.472270674,10.94454135,7.418780883,4.727387819,15.42724862,0.715447154
388,430,98,1613,373,25,222,659,1189,68,30,69,1613,222,659,1092,118,129,993,6.900730664,3.218875825,4.219507705,3.401197382,5.92157842,-5.402677382,10.80535476,7.385851078,4.770684624,14.89966443,0.693877551
389,431,95,1579,339,21,199,653,1044,45,12,47,1579,199,653,1092,109,135,1020,6.927557906,3.044522438,3.80666249,2.48490665,5.826000107,-5.293304825,10.58660965,7.364547014,4.691347882,14.10673598,0.789473684
390,432,86,1510,327,16,192,672,1056,51,23,66,1510,192,672,1092,66,174,975,6.882437471,2.772588722,3.931825633,3.135494216,5.789960171,-5.257495372,10.51499074,7.31986493,4.189654742,13.85640646,0.689189189
391,433,39,1620,201,44,14,83,105,74,61,58,2057.5,187,363,460,500,149,1361,7.215975003,3.784189634,4.304065093,4.110873864,5.303304908,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.548148148
392,434,51,1764,180,81,18,159,129,54,27,58,2057.5,54,477,387,500,149,1485,7.303170051,4.394449155,3.988984047,3.295836866,5.192956851,-2.890371758,7.977968093,7.629246933,6.295266001,7.348469228,0.666666667
393,435,65,1464,147,32,14,94,363.75,115.2,31.66666667,58,2057.5,9,277,495.5,500,149,1271,7.147559271,3.465735903,4.746669748,3.455264603,4.990432587,-2.63905733,4.394449155,7.629246933,6.295266001,3,0.78438493
394,437,86,1379,250,48,28,190,1170,88.2,24.44444444,58,2057.5,42,282,1092,500,149,1053,6.959398512,3.871201011,4.479606963,3.196402969,5.521460918,-3.33220451,7.475339237,7.629246933,6.295266001,6.480740698,0.782994674
395,438,43,1281.5,190,77,21,537,746,298,20.55555556,58,2057.5,34,693.5,1092,500,149,993.5,6.901234062,4.343805422,5.697093487,3.023131248,5.247024072,-3.044522438,7.052721049,7.629246933,6.295266001,5.830951895,0.935472619
396,439,102,1640,280,95,68,819,546,297.25,23.88888889,58,2057.5,85,693.5,686,500,149,1197,7.087573706,4.553876892,5.694573536,3.173413451,5.634789603,-4.219507705,8.885302513,7.629246933,6.295266001,9.219544457,0.925611971
397,441,81,1475,237,89,44,425,700,231,40.55555556,58,1552,46,447,736,297,126,1105,7.007600614,4.48863637,5.442417711,3.702672776,5.468060141,-3.784189634,7.657282793,7.347299701,5.693732139,6.782329983,0.850654664
398,442,75,1437,218,80,38,504,697,265,41.11111111,58,1532,41,537,743,304,110,1101,7.003974137,4.382026635,5.579729826,3.716278428,5.384495063,-3.63758616,7.427144133,7.33432935,5.717027701,6.403124237,0.86569873
399,443,96,1522,218,112,4,162,652,95.4,31.66666667,58,2057.5,8,336,1092,500,129,1188,7.0800265,4.718498871,4.558078578,3.455264603,5.384495063,-1.386294361,4.158883083,7.629246933,6.295266001,2.828427125,0.750786988
400,444,47,1322,205,73,6,178,646,70.2,41.66666667,58,2057.5,12,352,1092,500,109,1038,6.945051064,4.290459441,4.251348311,3.729701449,5.323009979,-1.791759469,4.9698133,7.629246933,6.295266001,3.464101615,0.627532777
401,445,88,1556,306,98,23,211,527,91.8,29.44444444,58,2057.5,45,412,1092,500,94,1129,7.029087564,4.584967479,4.519612298,3.382505249,5.723585102,-3.135494216,7.61332498,7.629246933,6.295266001,6.708203932,0.757148094
402,446,87,1655,282,91,35,224,440,91.8,35.55555556,58,2057.5,68,432,1092,500,81,1247,7.128495946,4.510859507,4.519612298,3.571096418,5.641907071,-3.555348061,8.43901541,7.629246933,6.295266001,8.246211251,0.720816611
403,447,87,1767,307,99,13,246,571,75.6,32.77777778,58,2057.5,22,411,1092,500,149,1348,7.206377291,4.59511985,4.325456283,3.489750779,5.726847748,-2.564949357,6.182084907,7.629246933,6.295266001,4.69041576,0.697559975
404,448,93,1604,238,101,57,314,668,79.2,30.55555556,58,2057.5,83,458,1092,500,149,1208,7.096721378,4.615120517,4.371976299,3.41954652,5.472270674,-4.043051268,8.837681216,7.629246933,6.295266001,9.110433579,0.721603563
405,449,55,1418,216,72,33,259,550,93.6,46.11111111,58,2057.5,48,375,796,500,149,1097,7.00033446,4.276666119,4.539030383,3.831053943,5.375278408,-3.496507561,7.742402022,7.629246933,6.295266001,6.92820323,0.669953873
406,450,93,1662,228,114,42,616,453,334,32.22222222,58,2057.5,52,756,556,500,149,1278,7.153051635,4.736198448,5.811140993,3.472656346,5.429345629,-3.737669618,7.902487437,7.629246933,6.295266001,7.211102551,0.912014563
407,451,53,1426,169,132,25,224,685,72,27.22222222,58,2057.5,42,374,1092,500,149,1100,7.003065459,4.882801923,4.276666119,3.304033633,5.129898715,-3.218875825,7.475339237,7.629246933,6.295266001,6.480740698,0.725643897
408,452,104,1352,161,144,60,294,606,77.4,47.22222222,58,2057.5,90,441,1092,500,149,987,6.894670039,4.9698133,4.348986781,3.854864592,5.081404365,-4.094344562,8.999619341,7.629246933,6.295266001,9.486832981,0.621077033
409,453,53,1316,229,57,8,73,423,100.8,40,58,2057.5,16,417.5,1092,500,83,1022,6.929516771,4.043051268,4.613138356,3.688879454,5.433722004,-2.079441542,5.545177444,7.629246933,6.295266001,4,0.715909091
410,454,91,1400,251,100,14,147,457,181.8,30.55555556,58,2057.5,27,284,1092,500,100,1035,6.942156706,4.605170186,5.202907182,3.41954652,5.525452939,-2.63905733,6.591673732,7.629246933,6.295266001,5.196152423,0.856111344
411,455,69,1535,231,75,14,255,432,180,41.11111111,58,2057.5,27,492,1092,500,131,1215,7.102499356,4.317488114,5.192956851,3.716278428,5.442417711,-2.63905733,6.591673732,7.629246933,6.295266001,5.196152423,0.814070352
412,456,83,1415,275,79,40,241,516,136.8,45.55555556,58,2057.5,79,476,1092,500,140,1021,6.928537818,4.369447852,4.918520005,3.818932582,5.616771098,-3.688879454,8.738895705,7.629246933,6.295266001,8.888194417,0.750182793
413,457,92,1423,307,63,13,232,625,79.2,50,58,2057.5,22,387,1092,500,149,1040,6.946975992,4.143134726,4.371976299,3.912023005,5.726847748,-2.564949357,6.182084907,7.629246933,6.295266001,4.69041576,0.613003096
414,458,51,1351,213,71,23,246,833,70.2,55,58,2057.5,33,356,1092,500,149,1044,6.950814768,4.262679877,4.251348311,4.007333185,5.361292166,-3.135494216,6.993015123,7.629246933,6.295266001,5.744562647,0.560702875
415,459,23,1458,220,35,14,93,363.75,129.6,40.55555556,58,2057.5,187,693.5,495.5,500,149,1189,7.080867897,3.555348061,4.864452784,3.702672776,5.393627546,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.761656001
416,460,56,1832,196,108,39,145,140,101,83.33333333,58,2057.5,218,810,782,500,149,1489,7.305860033,4.682131227,4.615120517,4.422848629,5.278114659,-3.663561646,10.76899013,7.629246933,6.295266001,14.76482306,0.547920434
417,461,44,1695.25,272,44,14,125,96,88,22,58,2057.5,187,693.5,707,500,149,1365.25,7.219092841,3.784189634,4.477336814,3.091042453,5.605802066,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.8
418,462,104,1695.25,322,79,20,172,110,81,83.88888889,58,2057.5,49,422,270,500,81,1274.25,7.150113049,4.369447852,4.394449155,4.429493172,5.774551546,-2.995732274,7.783640596,7.629246933,6.295266001,7,0.491239892
419,463,71,1738,217,82,14,157,305,81,81.11111111,58,2057.5,187,431,1092,500,118,1425,7.261927093,4.406719247,4.394449155,4.395819957,5.379897354,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.4996573
420,464,81,1828,246,54,8,238,424,93.6,77.77777778,58,2057.5,22,643,1092,500,100,1520,7.326465614,3.988984047,4.539030383,4.353855758,5.505331536,-2.079441542,6.182084907,7.629246933,6.295266001,4.69041576,0.546161826
421,465,94,1657,342,66,6,150,603,93.6,40,58,2057.5,12,308,1092,500,107,1243,7.125283092,4.189654742,4.539030383,3.688879454,5.834810737,-1.791759469,4.9698133,7.629246933,6.295266001,3.464101615,0.700598802
422,466,104,1689,316,75,8,201,419,91.8,52.22222222,58,2057.5,15,388,808,500,79,1290,7.162397497,4.317488114,4.519612298,3.955508117,5.755742214,-2.079441542,5.416100402,7.629246933,6.295266001,3.872983346,0.637401636
423,467,108,1770,303,69,23,270,432,109.8,75.55555556,58,2057.5,44,521,1092,500,104,1375,7.22620901,4.234106505,4.698660529,4.324868221,5.713732806,-3.135494216,7.568379268,7.629246933,6.295266001,6.633249581,0.592375015
424,468,106,1720,320,104,29,274,505,82.8,53.33333333,58,2057.5,56,528,1092,500,104,1267,7.14440718,4.644390899,4.416428061,3.976561527,5.768320996,-3.36729583,8.050703381,7.629246933,6.295266001,7.483314774,0.608227228
425,469,98,1653,320,101,21,213,660,102.6,51.11111111,58,2057.5,35,352,1092,500,149,1211,7.099201744,4.615120517,4.630837933,3.934001912,5.768320996,-3.044522438,7.110696123,7.629246933,6.295266001,5.916079783,0.667485904
426,470,90,1701,234,72,205,382,678,68.4,91.66666667,58,2057.5,297,553,1092,500,149,1190,7.081708586,4.276666119,4.225372825,4.518158809,5.455321115,-5.323009979,11.38746428,7.629246933,6.295266001,17.23368794,0.427321949
427,471,104,1561,266,108,78,492,621,70.2,70,58,2057.5,113,712,1092,500,149,1109,7.011213987,4.682131227,4.251348311,4.248495242,5.583496309,-4.356708827,9.454775637,7.629246933,6.295266001,10.63014581,0.500713267
428,472,118,1598,259,114,69,601,670,278,69.44444444,58,2057.5,90,785,1092,500,149,1156,7.052721049,4.736198448,5.627621114,4.240527072,5.556828062,-4.234106505,8.999619341,7.629246933,6.295266001,9.486832981,0.800127918
429,473,95,1576,238,131,107,545,536,297.25,37.77777778,58,2057.5,143,730,718,500,149,1100,7.003065459,4.875197323,5.694573536,3.63172104,5.472270674,-4.672828834,9.925689261,7.629246933,6.295266001,11.95826074,0.887239864
430,474,92,1441,176,114,92,348,676,344,45.55555556,58,1729,110,418,811,500,149,1059,6.965080346,4.736198448,5.840641657,3.818932582,5.170483995,-4.521788577,9.400960732,7.455298486,6.295266001,10.48808848,0.883057616
431,475,82,1564,226,81,97,636,633,298,46.11111111,58,2057.5,119,781,777,500,149,1160,7.056175284,4.394449155,5.697093487,3.831053943,5.420534999,-4.574710979,9.558246986,7.629246933,6.295266001,10.90871211,0.865999354
432,477,98,1480,191,106,72,631,548,286,60,58,1776,86,757,658,500,149,1111,7.01301579,4.663439094,5.655991811,4.094344562,5.252273428,-4.276666119,8.908694593,7.482118924,6.295266001,9.273618495,0.826589595
433,478,78,1318,165,102,29,474,535,259,54.44444444,58,1462,32,526,594,500,149,1022,6.929516771,4.624972813,5.556828062,3.997180814,5.105945474,-3.36729583,6.931471806,7.28756064,6.295266001,5.656854249,0.82630273
434,480,70,1695.25,325,106,80,609,366,401,82.22222222,58,2057.5,98,747,449,500,149,1184.25,7.076864942,4.663439094,5.993961427,4.409425609,5.783825182,-4.382026635,9.169934957,7.629246933,6.295266001,9.899494937,0.829845942
435,482,90,1659,230,123,43,518,367,297.25,82.22222222,58,2057.5,54,656,464,500,149,1263,7.141245122,4.812184355,5.694573536,4.409425609,5.438079309,-3.761200116,7.977968093,7.629246933,6.295266001,7.348469228,0.783324793
436,483,72,1664,232,119,47,528,389,324,47.22222222,58,2057.5,58,648,477,500,149,1266,7.143617603,4.779123493,5.780743516,3.854864592,5.446737372,-3.850147602,8.120886021,7.629246933,6.295266001,7.615773106,0.872792577
437,484,92,1545,189,91,19,514,426,238,37.77777778,58,1669,21,555,460,500,149,1246,7.127693699,4.510859507,5.472270674,3.63172104,5.241747015,-2.944438979,6.089044875,7.419979924,6.295266001,4.582575695,0.863013699
438,485,82,1563,189,90,30,444,374,270,47.77777778,58,1711,33,486,409,500,149,1254,7.134093721,4.49980967,5.598421959,3.866560631,5.241747015,-3.401197382,6.993015123,7.444833274,6.295266001,5.744562647,0.84965035
439,486,75,1477,234,59,38,397,443,219,51.11111111,58,1709,44,459,513,500,113,1146,7.044032897,4.077537444,5.38907173,3.934001912,5.455321115,-3.63758616,7.568379268,7.443663683,6.295266001,6.633249581,0.810777458
440,487,62,1457,178,71,21,366,620,238,28.88888889,58,1698,24,427,723,392,101,1187,7.079184395,4.262679877,5.472270674,3.363457054,5.18178355,-3.044522438,6.356107661,7.437206367,5.97126184,4.898979486,0.891756869
441,488,80,1419,155,47,7,417,668,263,115.5555556,58,1678,8,493,790,368,131,1210,7.098375639,3.850147602,5.572154032,4.749751415,5.043425117,-1.945910149,4.158883083,7.425357887,5.908082938,2.828427125,0.694746111
442,489,96,1526,224,73,11,495,717.9659813,304,90.55555556,58,2057.5,13,581,1092,369,92,1218,7.104965448,4.290459441,5.717027701,4.505963536,5.411646052,-2.397895273,5.129898715,7.629246933,5.910796644,3.605551275,0.770487187
443,490,98,1370,166,66,23,316,730.0724458,240,65.55555556,58,1451,24,335,1092,299,94,1115,7.016609684,4.189654742,5.480638923,4.18289796,5.111987788,-3.135494216,6.356107661,7.280008253,5.700443573,4.898979486,0.785454545
444,491,97,1322,166,87,13,474,740.0734382,283,88.88888889,58,1400,14,502,1092,260,105,1056,6.962243464,4.465908119,5.645446898,4.48738715,5.111987788,-2.564949357,5.278114659,7.244227516,5.560681631,3.741657387,0.760979982
445,492,104,1403,193,76,21,477,767.4445753,302,133.3333333,58,1495,22,508,1092,203,107,1113,7.014814351,4.33073334,5.710427017,4.892852258,5.262690189,-3.044522438,6.182084907,7.309881486,5.313205979,4.69041576,0.693721286
446,493,114,1305,173,51,14,464,748.4953266,250,85,58,1391,15,495,1092,225,117,1067,6.972606251,3.931825633,5.521460918,4.442651256,5.153291594,-2.63905733,5.416100402,7.237778192,5.416100402,3.872983346,0.746268657
447,494,104,1333,206,59,20,440,762.1808951,223,74.44444444,58,1402,21,463,1092,217,80,1048,6.954638865,4.077537444,5.407171771,4.310053135,5.327876169,-2.995732274,6.089044875,7.245655068,5.379897354,4.582575695,0.749719836
448,495,110,1281.5,215,64,21,445,734.809758,198,81.66666667,58,1375,22,471,1092,258,101,981.5,6.889082014,4.158883083,5.288267031,4.402645922,5.370638028,-3.044522438,6.182084907,7.22620901,5.552959585,4.69041576,0.707985697
449,496,109,1402,230,88,36,570,527,182,98.88888889,58,1475,38,600,554,241,116,1048,6.954638865,4.477336814,5.204006687,4.593996885,5.438079309,-3.583518938,7.275172319,7.296413269,5.484796933,6.164414003,0.647943038
450,497,97,1404,229,106,57,615,649,225,73.88888889,58,1477,60,647,683,274,120,1012,6.91968385,4.663439094,5.416100402,4.302562463,5.433722004,-4.043051268,8.188689124,7.297768283,5.613128106,7.745966692,0.752788104
451,498,98,1510,265,97,46,605,664,177,102.7777778,58,1631,50,653,717,269,135,1102,7.00488199,4.574710979,5.176149733,4.63256916,5.579729826,-3.828641396,7.824046011,7.396948603,5.59471138,7.071067812,0.632644956
452,499,93,1365,206,102,62,587,671,192,122.7777778,58,1445,66,622,710,275,112,995,6.902742737,4.624972813,5.257495372,4.810376037,5.327876169,-4.127134385,8.379309484,7.275864601,5.616771098,8.124038405,0.609954112
453,500,82,1281.5,209,78,44,527,607,173,137.2222222,58,1360,46,554,639,326,92,950.5,6.856988162,4.356708827,5.153291594,4.921601672,5.342334252,-3.784189634,7.657282793,7.215239979,5.786897381,6.782329983,0.557664756
454,502,71,1310,205,59,49,422,701,141,117.7777778,58,1387,52,447,742,293,110,997,6.90475077,4.077537444,4.94875989,4.76879961,5.323009979,-3.891820298,7.902487437,7.23489842,5.680172609,7.211102551,0.544869043
455,504,105,1440,206,67,26,450,431,200,136.6666667,58,2057.5,33,565,541,236,114,1141,7.03966035,4.204692619,5.298317367,4.917544871,5.327876169,-3.258096538,6.993015123,7.629246933,5.463831805,5.744562647,0.594059406
456,505,87,1358,192,67,24,345,415,174,91.66666667,58,1571,28,399,480,215,101,1075,6.980075941,4.204692619,5.159055299,4.518158809,5.257495372,-3.17805383,6.66440902,7.359467638,5.370638028,5.291502622,0.654956085
457,507,68,1644,248,59,39,363,396,74,103,58,1741,41,384,419,176,137,1298,7.168579897,4.077537444,4.304065093,4.634728988,5.513428746,-3.663561646,7.427144133,7.46221494,5.170483995,6.403124237,0.418079096
458,508,84,1645,261,75,44,552,470,102,114,58,1730,46,581,494,212,162,1265,7.142827401,4.317488114,4.624972813,4.736198448,5.564520407,-3.784189634,7.657282793,7.455876687,5.356586275,6.782329983,0.472222222
459,509,87,1595,256,55,95,479,510,190,150,58,1678,100,504,536,219,151,1189,7.080867897,4.007333185,5.247024072,5.010635294,5.545177444,-4.553876892,9.210340372,7.425357887,5.38907173,10,0.558823529
460,510,86,1502,219,62,70,497,552,145,158,58,1590,74,526,584,231,162,1151,7.048386409,4.127134385,4.976733742,5.062595033,5.38907173,-4.248495242,8.608130186,7.371489295,5.442417711,8.602325267,0.478547855
461,511,72,1550,267,74,90,418,494,99,74,58,1631,95,440,520,208,169,1119,7.020190708,4.304065093,4.59511985,4.304065093,5.587248658,-4.49980967,9.107753783,7.396948603,5.33753808,9.746794345,0.572254335
462,512,86,1528,306,52,69,468,470,89,101.6666667,58,1607,73,492,494,170,183,1101,7.003974137,3.951243719,4.48863637,4.621699488,5.723585102,-4.234106505,8.580918882,7.382124366,5.135798437,8.544003745,0.466783217
463,513,90,1594,282,67,78,509,521,69,47.77777778,58,1688,83,539,552,192,161,1167,7.062191632,4.204692619,4.234106505,3.866560631,5.641907071,-4.356708827,8.837681216,7.431299675,5.257495372,9.110433579,0.590865842
464,514,96,1536,264,67,97,534,544,87,69.44444444,58,1616,102,562,572,164,185,1108,7.010311867,4.204692619,4.465908119,4.240527072,5.575949103,-4.574710979,9.249945627,7.387709239,5.099866428,10.09950494,0.556107955
465,515,104,1764,330,49,148,628,604,110,53.88888889,58,2057.5,158,669,644,164,180,1237,7.120444372,3.891820298,4.700480366,3.986924314,5.799092654,-4.997212274,10.12519007,7.629246933,5.099866428,12.56980509,0.671186441
466,516,95,1811,321,76,180,619,668,74,77.22222222,58,2057.5,189,651,703,179,176,1234,7.118016204,4.33073334,4.304065093,4.346687268,5.771441123,-5.192956851,10.48349403,7.629246933,5.187385806,13.74772708,0.489346069
467,517,88,1660,358,69,88,607,674,52,37.77777778,58,1746,93,639,709,178,148,1145,7.043159916,4.234106505,3.951243719,3.63172104,5.880532986,-4.477336814,9.065198986,7.465082736,5.18178355,9.643650761,0.579207921
468,518,95,1598,311,63,73,419,541,50,50.55555556,58,1681,77,441,569,182,154,1151,7.048386409,4.143134726,3.912023005,3.923072842,5.739792912,-4.290459441,8.687610844,7.427144133,5.204006687,8.774964387,0.497237569
469,520,92,1603,282,47,108,402,676,63,36.11111111,58,1720,116,431,725,147,145,1166,7.061334367,3.850147602,4.143134726,3.586600605,5.641907071,-4.682131227,9.507180382,7.45007957,4.990432587,10.77032961,0.635650224
470,521,105,1663,319,65,93,488,495,69,53.33333333,58,1749,98,513,521,196,171,1186,7.07834158,4.17438727,4.234106505,3.976561527,5.765191103,-4.532599493,9.169934957,7.466799475,5.278114659,9.899494937,0.564032698
471,523,98,1617,266,78,101,566,522,75,44.44444444,58,1701,106,595,549,159,148,1172,7.06646697,4.356708827,4.317488114,3.79423997,5.583496309,-4.615120517,9.326878188,7.438971592,5.068904202,10.29563014,0.627906977
472,524,95,1529,258,75,69,556,507,52,54.44444444,58,1630,74,593,540,144,161,1127,7.027314514,4.317488114,3.951243719,3.997180814,5.552959585,-4.234106505,8.608130186,7.396335294,4.9698133,8.602325267,0.488517745
473,525,88,1480,277,65,96,550,582,64,42.77777778,58,1557,101,579,612,196,133,1042,6.948897222,4.17438727,4.158883083,3.756018757,5.624017506,-4.564348191,9.230241034,7.350516172,5.278114659,10.04987562,0.59937565
474,526,79,1516,286,50,90,507,595,66,40.55555556,58,1595,95,533,626,209,150,1090,6.993932975,3.912023005,4.189654742,3.702672776,5.655991811,-4.49980967,9.107753783,7.374629015,5.342334252,9.746794345,0.619395203
475,527,74,1392,251,26,104,588,705,41,42.77777778,58,1464,109,619,742,189,146,1011,6.918695219,3.258096538,3.713572067,3.756018757,5.525452939,-4.644390899,9.382695764,7.288927695,5.241747015,10.44030651,0.48938992
476,528,72,1431,236,43,79,535,639,66,25.55555556,58,1505,83,563,672,178,178,1073,6.978213743,3.761200116,4.189654742,3.240854732,5.463831805,-4.369447852,8.837681216,7.316548177,5.18178355,9.110433579,0.720873786
477,529,78,1461,219,59,55,608,553,56,26.66666667,58,1547,58,644,586,177,146,1128,7.028201432,4.077537444,4.025351691,3.283414346,5.38907173,-4.007333185,8.120886021,7.344072851,5.176149733,7.615773106,0.677419355
478,530,79,1499,248,48,75,547,548,56,36.66666667,58,1577,79,575,576,195,159,1128,7.028201432,3.871201011,4.025351691,3.601868077,5.513428746,-4.317488114,8.738895705,7.363279587,5.272999559,8.888194417,0.604316547
479,531,103,1541,241,55,60,583,486,73,17.77777778,58,1621,63,613,511,125,130,1185,7.077498054,4.007333185,4.290459441,2.877949238,5.484796933,-4.094344562,8.286269453,7.390798522,4.828313737,7.937253933,0.804161567
480,532,87,1423,236,53,59,620,634,46,27.77777778,58,1507,62,656,671,155,126,1075,6.980075941,3.970291914,3.828641396,3.324236341,5.463831805,-4.077537444,8.25426877,7.317876199,5.043425117,7.874007874,0.623493976
481,533,73,1444,243,50,75,495,608,23,30,58,1519,79,521,640,158,167,1076,6.981005741,3.912023005,3.135494216,3.401197382,5.493061443,-4.317488114,8.738895705,7.325807503,5.062595033,8.888194417,0.433962264
482,534,67,1475,237,46,92,466,608,41,29.44444444,58,1552,97,490,640,181,160,1100,7.003065459,3.828641396,3.713572067,3.382505249,5.468060141,-4.521788577,9.149421957,7.347299701,5.198497031,9.848857802,0.582018927
483,535,64,1405,223,56,102,417,603,56,21.66666667,58,1478,107,439,634,197,168,1024,6.931471806,4.025351691,4.025351691,3.075774981,5.407171771,-4.624972813,9.345657669,7.298445102,5.283203729,10.34408043,0.721030043
484,536,68,1374,237,50,170,507,812,49,25.55555556,58,1455,180,537,1092,210,179,917,6.821107472,3.912023005,3.891820298,3.240854732,5.468060141,-5.135798437,10.3859137,7.28276118,5.347107531,13.41640786,0.657228018
485,537,65,1396,210,49,108,502,681,66,32,58,1469,114,528,716,190,169,1029,6.936342736,3.891820298,4.189654742,3.465735903,5.347107531,-4.682131227,9.472396897,7.292337176,5.247024072,10.67707825,0.673469388
486,538,81,1481,235,47,113,444,749,53,42,58,1558,119,467,788,154,129,1086,6.9902565,3.850147602,3.970291914,3.737669618,5.459585514,-4.727387819,9.558246986,7.351158226,5.036952602,10.90871211,0.557894737
