"","INDEX","P_TARGET_FLAG"
"1518","7304","0"
"1519","7308","0"
"1520","7313","0"
"1521","7319","0"
"1522","7325","0"
"1523","7326","0"
"1524","7330","1"
"1525","7332","0"
"1526","7337","0"
"1527","7341","0"
"1528","7346","0"
"1529","7353","1"
"1530","7354","1"
"1531","7361","0"
"1532","7366","1"
"1533","7368","0"
"1534","7372","0"
"1535","7375","1"
"1536","7377","0"
"1537","7380","0"
"1538","7382","1"
"1539","7385","1"
"1540","7392","1"
"1541","7395","0"
"1542","7397","0"
"1543","7403","0"
"1544","7406","1"
"1545","7409","1"
"1546","7410","0"
"1547","7412","0"
"1548","7419","0"
"1549","7425","0"
"1550","7435","0"
"1551","7438","0"
"1552","7440","0"
"1553","7447","0"
"1554","7449","1"
"1555","7456","0"
"1556","7464","0"
"1557","7478","0"
"1558","7480","0"
"1559","7481","0"
"1560","7483","0"
"1561","7484","0"
"1562","7491","1"
"1563","7494","0"
"1564","7501","0"
"1565","7503","1"
"1566","7509","0"
"1567","7517","0"
"1568","7518","0"
"1569","7519","0"
"1570","7521","0"
"1571","7522","1"
"1572","7536","0"
"1573","7539","0"
"1574","7547","0"
"1575","7549","0"
"1576","7552","1"
"1577","7554","0"
"1578","7556","0"
"1579","7564","0"
"1580","7566","0"
"1581","7570","0"
"1582","7571","0"
"1583","7572","0"
"1584","7575","0"
"1585","7586","0"
"1586","7589","0"
"1587","7590","0"
"1588","7597","0"
"1589","7602","0"
"1590","7604","1"
"1591","7605","1"
"1592","7612","1"
"1593","7615","0"
"1594","7617","0"
"1595","7624","0"
"1596","7632","0"
"1597","7639","0"
"1598","7642","0"
"1599","7643","0"
"1600","7649","0"
"1601","7650","1"
"1602","7653","0"
"1603","7654","0"
"1604","7657","1"
"1605","7662","0"
"1606","7669","1"
"1607","7671","0"
"1608","7675","0"
"1609","7678","0"
"1610","7682","1"
"1611","7688","0"
"1612","7689","0"
"1613","7690","0"
"1614","7692","0"
"1615","7699","0"
"1616","7705","1"
"1617","7712","0"
"1618","7726","1"
"1619","7728","0"
"1620","7735","0"
"1621","7737","1"
"1622","7739","0"
"1623","7743","1"
"1624","7744","0"
"1625","7746","0"
"1626","7749","0"
"1627","7750","0"
"1628","7752","0"
"1629","7755","0"
"1630","7756","1"
"1631","7762","0"
"1632","7764","1"
"1633","7769","0"
"1634","7770","1"
"1635","7776","0"
"1636","7778","0"
"1637","7784","1"
"1638","7786","0"
"1639","7789","0"
"1640","7793","0"
"1641","7794","0"
"1642","7804","0"
"1643","7811","0"
"1644","7813","0"
"1645","7815","0"
"1646","7817","0"
"1647","7818","0"
"1648","7821","0"
"1649","7825","0"
"1650","7830","1"
"1651","7832","0"
"1652","7835","0"
"1653","7839","0"
"1654","7842","0"
"1655","7849","1"
"1656","7856","1"
"1657","7857","0"
"1658","7863","0"
"1659","7866","0"
"1660","7871","0"
"1661","7875","1"
"1662","7882","1"
"1663","7887","1"
"1664","7888","1"
"1665","7891","1"
"1666","7895","0"
"1667","7901","0"
"1668","7906","0"
"1669","7908","1"
"1670","7917","0"
"1671","7924","1"
"1672","7948","1"
"1673","7950","1"
"1674","7955","0"
"1675","7957","0"
"1676","7959","0"
"1677","7967","0"
"1678","7969","0"
"1679","7971","0"
"1680","7974","0"
"1681","7976","0"
"1682","7986","1"
"1683","7987","1"
"1684","7993","0"
"1685","7996","1"
"1686","7998","0"
"1687","8018","0"
"1688","8019","0"
"1689","8027","0"
"1690","8036","0"
"1691","8040","0"
"1692","8044","0"
"1693","8050","0"
"1694","8052","0"
"1695","8054","0"
"1696","8057","1"
"1697","8058","0"
"1698","8059","1"
"1699","8066","1"
"1700","8070","0"
"1701","8072","1"
"1702","8078","0"
"1703","8079","0"
"1704","8080","0"
"1705","8081","0"
"1706","8088","0"
"1707","8091","1"
"1708","8094","0"
"1709","8095","1"
"1710","8099","0"
"1711","8101","0"
"1712","8102","0"
"1713","8116","1"
"1714","8125","0"
"1715","8134","0"
"1716","8139","0"
"1717","8141","0"
"1718","8147","0"
"1719","8158","0"
"1720","8160","0"
"1721","8165","0"
"1722","8187","0"
"1723","8205","0"
"1724","8209","0"
"1725","8211","1"
"1726","8232","0"
"1727","8236","0"
"1728","8237","0"
"1729","8238","1"
"1730","8245","1"
"1731","8256","1"
"1732","8268","0"
"1733","8269","0"
"1734","8270","0"
"1735","8286","0"
"1736","8289","0"
"1737","8301","1"
"1738","8305","0"
"1739","8310","0"
"1740","8312","0"
"1741","8318","1"
"1742","8321","0"
"1743","8328","0"
"1744","8331","0"
"1745","8334","0"
"1746","8344","0"
"1747","8345","0"
"1748","8352","0"
"1749","8358","1"
"1750","8359","0"
"1751","8360","0"
"1752","8365","0"
"1753","8366","0"
"1754","8369","1"
"1755","8373","0"
"1756","8378","0"
"1757","8392","0"
"1758","8397","1"
"1759","8399","0"
"1760","8400","0"
"1761","8405","1"
"1762","8406","0"
"1763","8410","0"
"1764","8413","0"
"1765","8414","0"
"1766","8416","1"
"1767","8426","0"
"1768","8434","0"
"1769","8439","0"
"1770","8440","0"
"1771","8475","0"
"1772","8480","0"
"1773","8497","0"
"1774","8499","1"
"1775","8500","0"
"1776","8501","0"
"1777","8502","1"
"1778","8518","0"
"1779","8520","1"
"1780","8523","0"
"1781","8525","0"
"1782","8532","0"
"1783","8535","0"
"1784","8543","0"
"1785","8554","0"
"1786","8560","0"
"1787","8561","0"
"1788","8563","0"
"1789","8566","1"
"1790","8570","0"
"1791","8572","0"
"1792","8582","0"
"1793","8583","0"
"1794","8587","0"
"1795","8592","0"
"1796","8593","1"
"1797","8607","0"
"1798","8609","0"
"1799","8610","0"
"1800","8614","1"
"1801","8616","1"
"1802","8622","0"
"1803","8623","0"
"1804","8624","0"
"1805","8633","0"
"1806","8641","0"
"1807","8644","1"
"1808","8649","1"
"1809","8653","0"
"1810","8657","0"
"1811","8658","0"
"1812","8663","0"
"1813","8672","1"
"1814","8680","0"
"1815","8684","1"
"1816","8687","0"
"1817","8688","0"
"1818","8690","0"
"1819","8712","0"
"1820","8717","0"
"1821","8730","0"
"1822","8739","0"
"1823","8744","0"
"1824","8747","0"
"1825","8748","0"
"1826","8751","1"
"1827","8758","0"
"1828","8761","1"
"1829","8763","0"
"1830","8764","0"
"1831","8765","0"
"1832","8773","0"
"1833","8780","0"
"1834","8781","0"
"1835","8782","1"
"1836","8785","0"
"1837","8786","0"
"1838","8797","1"
"1839","8799","0"
"1840","8807","1"
"1841","8816","0"
"1842","8817","0"
"1843","8826","0"
"1844","8833","0"
"1845","8834","0"
"1846","8835","0"
"1847","8840","0"
"1848","8843","0"
"1849","8849","0"
"1850","8855","0"
"1851","8861","0"
"1852","8862","0"
"1853","8865","0"
"1854","8868","0"
"1855","8870","0"
"1856","8880","0"
"1857","8885","0"
"1858","8894","0"
"1859","8895","0"
"1860","8899","0"
"1861","8912","0"
"1862","8922","0"
"1863","8924","0"
"1864","8928","0"
"1865","8932","0"
"1866","8943","0"
"1867","8945","0"
"1868","8946","0"
"1869","8954","0"
"1870","8958","1"
"1871","8960","1"
"1872","8965","0"
"1873","8966","0"
"1874","8967","0"
"1875","8969","0"
"1876","8980","0"
"1877","8984","0"
"1878","8985","1"
"1879","8988","0"
"1880","8989","1"
"1881","8995","0"
"1882","9004","0"
"1883","9010","0"
"1884","9012","0"
"1885","9018","0"
"1886","9036","0"
"1887","9037","0"
"1888","9040","0"
"1889","9041","0"
"1890","9044","1"
"1891","9045","0"
"1892","9047","0"
"1893","9049","0"
"1894","9061","0"
"1895","9062","0"
"1896","9076","0"
"1897","9079","0"
"1898","9081","0"
"1899","9082","0"
"1900","9089","1"
"1901","9092","0"
"1902","9094","0"
"1903","9115","0"
"1904","9117","0"
"1905","9118","0"
"1906","9120","0"
"1907","9124","0"
"1908","9128","0"
"1909","9135","0"
"1910","9136","1"
"1911","9138","0"
"1912","9157","0"
"1913","9176","0"
"1914","9183","0"
"1915","9187","1"
"1916","9188","0"
"1917","9190","0"
"1918","9197","0"
"1919","9200","0"
"1920","9201","0"
"1921","9203","0"
"1922","9212","1"
"1923","9213","0"
"1924","9214","0"
"1925","9217","0"
"1926","9219","0"
"1927","9220","0"
"1928","9221","0"
"1929","9237","0"
"1930","9240","0"
"1931","9241","0"
"1932","9248","0"
"1933","9253","1"
"1934","9259","1"
"1935","9267","0"
"1936","9271","0"
"1937","9273","0"
"1938","9285","0"
"1939","9290","0"
"1940","9291","0"
"1941","9293","0"
"1942","9294","0"
"1943","9301","0"
"1944","9302","0"
"1945","9312","0"
"1946","9316","0"
"1947","9319","1"
"1948","9328","0"
"1949","9331","1"
"1950","9338","0"
"1951","9350","0"
"1952","9356","0"
"1953","9359","1"
"1954","9362","1"
"1955","9364","0"
"1956","9370","0"
"1957","9380","0"
"1958","9386","0"
"1959","9394","0"
"1960","9407","0"
"1961","9411","1"
"1962","9422","0"
"1963","9423","0"
"1964","9429","0"
"1965","9433","0"
"1966","9439","0"
"1967","9451","0"
"1968","9452","0"
"1969","9453","0"
"1970","9460","0"
"1971","9465","0"
"1972","9470","0"
"1973","9476","1"
"1974","9485","1"
"1975","9486","0"
"1976","9488","0"
"1977","9507","0"
"1978","9508","0"
"1979","9517","0"
"1980","9521","0"
"1981","9528","0"
"1982","9532","1"
"1983","9536","0"
"1984","9540","0"
"1985","9542","0"
"1986","9546","0"
"1987","9548","0"
"1988","9549","0"
"1989","9554","0"
"1990","9555","1"
"1991","9558","0"
"1992","9573","1"
"1993","9575","1"
"1994","9584","1"
"1995","9586","0"
"1996","9588","0"
"1997","9591","0"
"1998","9592","1"
"1999","9597","1"
"2000","9600","0"
"2001","9603","1"
"2002","9605","1"
"2003","9614","1"
"2004","9616","0"
"2005","9622","1"
"2006","9624","0"
"2007","9629","1"
"2008","9633","0"
"2009","9640","0"
"2010","9644","1"
"2011","9645","1"
"2012","9646","0"
"2013","9648","1"
"2014","9649","0"
"2015","9660","0"
"2016","9664","1"
"2017","9675","0"
"2018","9679","1"
"2019","9680","1"
"2020","9682","0"
"2021","9697","0"
"2022","9701","0"
"2023","9704","0"
"2024","9705","0"
"2025","9707","0"
"2026","9714","0"
"2027","9718","0"
"2028","9722","0"
"2029","9739","0"
"2030","9747","1"
"2031","9751","0"
"2032","9757","0"
"2033","9759","0"
"2034","9760","0"
"2035","9764","1"
"2036","9776","0"
"2037","9778","0"
"2038","9786","0"
"2039","9803","1"
"2040","9804","0"
"2041","9815","0"
"2042","9824","0"
"2043","9825","0"
"2044","9826","0"
"2045","9827","0"
"2046","9833","0"
"2047","9835","0"
"2048","9860","1"
"2049","9865","0"
"2050","9871","0"
"2051","9874","0"
"2052","9880","0"
"2053","9882","0"
"2054","9885","0"
"2055","9888","1"
"2056","9892","0"
"2057","9893","0"
"2058","9896","0"
"2059","9902","0"
"2060","9906","0"
"2061","9910","0"
"2062","9914","0"
"2063","9918","1"
"2064","9920","0"
"2065","9926","0"
"2066","9931","0"
"2067","9935","0"
"2068","9945","1"
"2069","9953","0"
"2070","9957","0"
"2071","9963","0"
"2072","9972","0"
"2073","9976","0"
"2074","9979","1"
"2075","9980","0"
"2076","9982","0"
"2077","9991","1"
"2078","10000","0"
"2079","10003","0"
"2080","10005","1"
"2081","10014","0"
"2082","10032","0"
"2083","10034","0"
"2084","10041","0"
"2085","10042","0"
"2086","10044","0"
"2087","10045","0"
"2088","10054","1"
"2089","10061","0"
"2090","10062","1"
"2091","10073","0"
"2092","10081","0"
"2093","10084","1"
"2094","10086","0"
"2095","10093","1"
"2096","10101","1"
"2097","10105","0"
"2098","10110","0"
"2099","10113","1"
"2100","10115","1"
"2101","10119","1"
"2102","10121","0"
"2103","10124","1"
"2104","10126","0"
"2105","10127","0"
"2106","10145","0"
"2107","10147","1"
"2108","10148","0"
"2109","10162","0"
"2110","10163","0"
"2111","10166","1"
"2112","10172","0"
"2113","10173","0"
"2114","10175","0"
"2115","10180","0"
"2116","10186","0"
"2117","10192","1"
"2118","10199","0"
"2119","10209","1"
"2120","10210","0"
"2121","10214","0"
"2122","10215","0"
"2123","10216","1"
"2124","10232","0"
"2125","10239","0"
"2126","10249","0"
"2127","10253","1"
"2128","10255","0"
"2129","10262","0"
"2130","10264","0"
"2131","10266","0"
"2132","10268","0"
"2133","10271","0"
"2134","10272","0"
"2135","10276","1"
"2136","10277","0"
"2137","10279","0"
"2138","10281","0"
"2139","10285","0"
"2140","10294","0"
"2141","10300","0"
